M8_5_64_100,0.0,0.568872987478,0.4,0.241758241758,0.143851508121,0.122352941176,0.173515981735,0.21875,0.267014522895
M8_5_64_200,0.0,0.548094373866,0.416666666667,0.272138228942,0.135198135198,0.13986013986,0.15668202765,0.22271714922,0.270193817343
M8_5_64_300,0.0,0.589065255732,0.394366197183,0.214285714286,0.173515981735,0.139534883721,0.1220657277,0.222222222222,0.265007997511
M8_5_64_400,0.0,0.5559566787,0.41351888668,0.218262806236,0.152424942263,0.135198135198,0.16091954023,0.230088495575,0.266624212126
M8_5_80_100,0.0,0.598949211909,0.412698412698,0.21029082774,0.131147540984,0.108747044917,0.117647058824,0.21029082774,0.255681560688
M8_5_80_200,0.0,0.558558558559,0.434442270059,0.249452954048,0.152424942263,0.0952380952381,0.15668202765,0.222222222222,0.267003010006
M8_5_80_300,0.0,0.59649122807,0.406374501992,0.230088495575,0.144186046512,0.126463700234,0.15668202765,0.190045248869,0.264333035557
M8_5_80_400,0.0,0.521256931608,0.446601941748,0.237885462555,0.177676537585,0.126463700234,0.173515981735,0.222222222222,0.272231825384
M8_5_100_100,0.0,0.562162162162,0.406374501992,0.268398268398,0.15668202765,0.126463700234,0.16091954023,0.230088495575,0.273012670892
M8_5_100_200,0.0,0.587610619469,0.377281947262,0.237885462555,0.152424942263,0.130841121495,0.152424942263,0.218262806236,0.265247405935
M8_5_100_300,0.0,0.577540106952,0.415841584158,0.237885462555,0.143851508121,0.108747044917,0.152424942263,0.226164079823,0.266064961256
M8_5_100_400,0.0,0.611111111111,0.373983739837,0.230088495575,0.143851508121,0.126463700234,0.1220657277,0.222222222222,0.261398072114
M8_5_120_100,0.0,0.568872987478,0.418972332016,0.237885462555,0.15668202765,0.122352941176,0.130841121495,0.222222222222,0.26540415637
M8_5_120_200,0.0,0.581560283688,0.422090729783,0.234513274336,0.148148148148,0.109523809524,0.152777777778,0.202247191011,0.264408744895
M8_5_120_300,0.0,0.5559566787,0.418972332016,0.230088495575,0.16091954023,0.130841121495,0.148148148148,0.230088495575,0.26785925882
M8_5_120_400,0.0,0.591549295775,0.380566801619,0.21875,0.135198135198,0.139534883721,0.165137614679,0.214285714286,0.26357463504
M8_5_1_100,0.0,0.579040852575,0.406374501992,0.233995584989,0.126463700234,0.130841121495,0.177676537585,0.214285714286,0.26695400188
